# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1602665352
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=norm.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-28.405,1,1.3638,1,1,0,28.6821,0.314906
-29.4603,0.465543,1.665,1,1,0,29.8808,0.124552
-28.0809,0.98794,1.2009,1,3,0,29.0326,0.522991
-28.1006,0.989236,1.44836,1,1,0,28.1051,0.54836
-28.1006,0.837627,1.74825,1,1,0,28.1509,0.54836
-28.1006,0.0282026,1.81797,1,1,0,29.4483,0.54836
-28.2446,0.94902,0.855741,1,3,0,28.4729,0.366209
-28.4965,0.937149,0.993033,1,1,0,28.5058,0.291295
-28.4132,1,1.13866,2,3,0,28.5709,0.312658
-28.0778,1,1.38775,1,1,0,28.2466,0.477259
-28.4424,0.76166,1.69052,1,1,0,28.4613,0.688664
-28.1681,1,1.63224,1,3,0,28.2531,0.399827
-28.5031,0.707743,1.98704,1,1,0,28.5399,0.703877
-28.5031,0.0043918,1.82046,1,1,0,29.7859,0.703877
-28.5862,0.984679,0.843316,1,1,0,28.6429,0.723038
-28.2983,1,1.01158,1,1,0,28.5277,0.646519
-28.075,0.998319,1.23101,1,3,0,28.2206,0.486683
-28.132,0.967251,1.49491,1,1,0,28.1321,0.57295
-28.1233,1,1.76095,1,3,0,28.1266,0.426589
-29.4058,0.215454,2.14007,1,1,0,30.1057,0.13194
-29.902,0.824205,1.22113,1,1,0,30.3718,0.0693515
-28.9254,1,1.25309,2,3,0,30.0567,0.788499
-28.3779,1,1.52242,1,1,0,28.8236,0.671058
-28.1131,1,1.84881,1,1,0,28.2528,0.559252
-28.1131,0.0242516,2.24416,1,1,0,28.4696,0.559252
-28.2235,0.96248,1.06966,1,3,0,28.3277,0.374547
-28.1013,1,1.25285,1,1,0,28.179,0.444535
-28.0782,1,1.52042,1,3,0,28.0877,0.517148
-32.3893,0.0216598,1.84431,1,1,0,33.0663,-0.159958
-33.4493,0.806916,0.880052,1,1,0,34.05,-0.236191
-28.6308,0.962477,0.888414,1,3,0,32.915,0.260878
-28.1895,1,1.03983,2,3,0,28.5241,0.604233
-28.2869,0.984923,1.26077,2,3,0,28.3344,0.350922
-29.3379,0.686993,1.50629,1,3,0,29.3647,0.852208
-29.6642,0.854805,1.35633,1,1,0,30.2659,0.89546
-28.3278,1,1.43193,2,3,0,29.0278,0.33752
-28.3278,0.427546,1.73404,1,1,0,28.5672,0.33752
-28.2664,0.892495,1.22224,2,3,0,28.8539,0.358118
-28.2404,1,1.33699,2,3,0,28.3312,0.367812
-28.1182,1,1.61815,1,3,0,28.1581,0.563231
-28.1182,0.00272523,1.9576,1,1,0,29.3557,0.563231
-28.6753,0.939455,0.926646,2,3,0,28.6834,0.251638
-28.1829,1,1.05925,2,3,0,28.531,0.392478
-28.1829,0.434002,1.28125,1,1,0,29.3032,0.392478
-28.179,1,0.911308,1,1,0,28.2037,0.394359
-28.0751,0.960076,1.10201,2,3,0,28.3882,0.507322
-28.2242,0.955374,1.28324,2,3,0,28.2348,0.374255
-28.2242,0.367242,1.48722,1,3,0,30.5126,0.374255
-28.0745,0.998483,0.995217,1,3,0,28.228,0.504032
-28.0745,0.732647,1.20065,1,3,0,28.8452,0.504032
-28.102,0.979026,1.13038,2,3,0,28.1675,0.549718
-28.1328,0.907309,1.33852,2,3,0,28.3089,0.420152
-28.0746,1,1.48226,1,1,0,28.1009,0.489371
-28.6591,0.613463,1.78851,1,1,0,28.7455,0.254965
-28.2991,0.939308,1.50739,2,3,0,28.6127,0.646783
-28.4256,0.906995,1.71868,1,1,0,28.6312,0.684239
-28.304,1,1.90133,1,1,0,28.579,0.648403
-28.304,0.0980468,2.29169,1,1,0,28.359,0.648403
-28.1281,1,1.20065,1,1,0,28.2464,0.570297
-28.0927,1,1.44729,2,3,0,28.1112,0.540055
-28.0927,0.124919,1.74389,1,1,0,28.8416,0.540055
-28.8008,0.892342,0.938719,2,3,0,29.0277,0.766315
-29.1454,0.909795,1.02457,1,1,0,29.2808,0.824031
-28.7384,1,1.13612,2,3,0,29.0081,0.23909
-28.4077,0.992925,1.36822,2,3,0,28.7804,0.31416
-28.1598,1,1.63643,1,3,0,28.2356,0.589369
-28.385,0.795899,1.9692,1,1,0,28.5698,0.673102
-28.385,0.0974744,1.96538,1,1,0,28.6579,0.673102
-28.4148,0.862239,1.0363,2,3,0,29.3872,0.681333
-29.0427,0.820025,1.09958,1,1,0,29.0815,0.807951
-28.3689,1,1.12253,2,3,0,28.8534,0.668479
-28.3689,0.825733,1.35002,1,1,0,28.7125,0.668479
-28.3689,0.451728,1.38501,1,1,0,29.3085,0.668479
-28.2469,0.903715,1.01138,2,3,0,29.1338,0.365348
-28.6518,0.951785,1.114,2,3,0,28.6901,0.737098
-29.8471,0.598721,1.28145,1,1,0,30.0373,0.917765
-28.1888,1,1.07018,1,3,0,29.3828,0.603913
-28.4443,0.89552,1.28564,1,1,0,28.4822,0.689168
-28.0937,1,1.40471,1,1,0,28.2758,0.541127
-28.0937,0.0822932,1.68641,1,1,0,29.3165,0.541127
-28.1058,0.999174,0.884147,2,3,0,28.1073,0.553175
-28.2317,0.984883,1.06076,2,3,0,28.2319,0.622334
-29.3024,0.62405,1.25592,2,3,0,30.025,0.847186
-31.3676,0.536324,1.07442,1,1,0,31.4927,1.07054
-29.8664,1,0.849727,1,1,0,31.1421,0.920052
-28.7712,1,1.0195,1,1,0,29.6149,0.760758
-28.4427,1,1.22275,1,1,0,28.7582,0.688746
-28.1838,0.718787,1.46598,2,3,0,28.7825,0.39204
-28.2939,0.967476,1.36596,2,3,0,28.3464,0.348524
-31.1902,0.147571,1.58997,1,1,0,31.1939,1.05488
-29.3315,1,0.889412,2,3,0,30.8149,0.851306
-29.1999,0.580025,1.06589,2,3,0,33.4836,0.832252
-29.0672,0.719035,0.878108,1,3,0,32.4697,0.181712
-28.074,1,0.819072,2,3,0,28.9125,0.498256
-28.277,0.950101,0.981138,1,3,0,28.3289,0.354358
-29.9293,0.723365,1.12387,2,3,0,30.5136,0.927408
-31.1035,0.7119,1.05231,1,1,0,31.4452,1.04706
-29.1501,1,0.975448,1,1,0,30.6443,0.824749
-28.3562,1,1.16741,1,1,0,28.9054,0.664735
-28.3231,0.874009,1.39666,2,3,0,28.663,0.339014
-28.1191,0.997002,1.49418,1,3,0,28.2112,0.563926
-28.1191,0.00296437,1.78181,1,1,0,30.0284,0.563926
-28.2704,0.939882,0.883159,1,3,0,28.547,0.356675
-28.879,0.948249,1.00159,2,3,0,28.8793,0.213131
-28.454,1,1.14402,1,1,0,28.8147,0.301905
-29.2486,0.678289,1.36725,1,1,0,29.4277,0.154154
-28.5349,1,1.23096,1,1,0,29.0958,0.282153
-28.6883,0.972324,1.47054,2,3,0,28.7282,0.744575
-28.7488,0.984864,1.714,1,3,0,28.7873,0.237081
-28.7488,0.420143,2.01926,1,1,0,28.7687,0.237081
-28.7488,0.114977,1.45005,1,1,0,31.0087,0.237081
-28.5476,0.797892,0.797722,1,3,0,31.0134,0.714345
-28.3801,1,0.798259,1,1,0,28.533,0.671692
-28.4825,0.975985,0.953035,1,1,0,28.5323,0.698845
-28.7902,0.905046,1.11384,1,1,0,28.8802,0.764339
-28.13,0.932959,1.22335,2,3,0,29.133,0.421958
-28.13,0,15.5789,0,1,1,30.8979,0.421958
-28.13,0.0220282,2.53944,1,1,0,28.8147,0.421958
-28.1544,0.999385,0.26019,1,3,0,28.1754,0.407158
-28.434,0.992813,0.348275,3,7,0,28.5792,0.307095
-28.1524,0.988752,0.530087,2,5,0,28.8126,0.585303
-28.2478,0.980405,0.868083,2,3,0,28.3619,0.628565
-28.3019,0.878625,1.45672,2,3,0,28.5285,0.345879
-28.3019,0.236884,1.82712,1,1,0,29.1975,0.345879
-28.3166,0.997896,0.305833,3,9,0,28.5629,0.652515
-28.0896,0.987221,0.568908,1,3,0,28.5617,0.536286
-28.082,0.99698,1.0313,2,3,0,28.1137,0.525082
-28.4789,0.694881,1.93206,1,1,0,28.532,0.295615
-29.8843,0.507766,1.40098,1,1,0,30.0639,0.0714163
-30.173,0.977223,0.569992,1,1,0,30.2243,0.0387591
-28.7659,1,1.00633,1,1,0,29.8337,0.233823
-28.602,1,1.89458,1,3,0,28.6237,0.726499
-28.602,4.88632e-37,3.53824,1,1,0,28.7899,0.726499
-28.6396,0.999075,0.316285,1,1,0,28.6409,0.734548
-28.1052,0.995969,0.592544,3,7,0,28.859,0.440918
-28.5035,0.88899,1.08961,1,3,0,28.6768,0.703973
-28.6328,0.935696,1.44649,1,1,0,28.8553,0.73311
-28.6328,3.54604e-05,2.19236,1,1,0,29.4975,0.73311
-28.6162,0.999929,0.217503,2,3,0,28.6513,0.729586
-28.9253,0.984801,0.400519,2,3,0,29.1034,0.788476
-28.7234,1,0.699218,1,1,0,28.9239,0.751554
-28.3582,1,1.26258,1,1,0,28.6624,0.665337
-28.3582,0.00964748,2.25735,1,1,0,29.9233,0.665337
-28.2804,0.997045,0.253432,3,7,0,28.6732,0.640428
-28.2664,1,0.451151,1,1,0,28.2842,0.635467
-28.2821,0.997528,0.80193,1,1,0,28.3075,0.641002
-29.1737,0.649913,1.40251,1,1,0,29.2655,0.828324
-28.2724,1,0.952854,2,7,0,28.9741,0.355963
-28.2724,0.0388625,1.65995,1,1,0,29.8661,0.355963
-28.074,0.999977,0.224358,3,9,0,28.2823,0.498531
-28.0832,0.998582,0.391832,3,7,0,28.1375,0.527096
-28.1048,0.989045,0.675822,1,3,0,28.2247,0.441316
-28.1048,0.311402,1.12752,1,3,0,31.9805,0.441316
-28.0898,0.997316,0.327387,2,7,0,28.2901,0.536475
-28.3359,0.967056,0.556476,1,3,0,28.6482,0.658568
-28.0804,1,0.86911,2,3,0,28.2891,0.471437
-28.6384,0.745227,1.46457,1,1,0,28.6454,0.259272
-28.2755,1,1.29774,1,1,0,28.5498,0.354896
-28.2755,0.140584,2.16366,1,1,0,29.1144,0.354896
-28.8603,0.974613,0.433528,2,7,0,29.3445,0.777121
-28.9127,0.998024,0.679644,2,3,0,28.9831,0.786308
-28.5513,1,1.12044,1,1,0,28.8949,0.715212
-28.5513,0.0631128,1.84296,1,1,0,30.2892,0.715212
-28.5203,1,0.32106,1,1,0,28.552,0.707998
-28.3693,0.998927,0.52891,2,3,0,28.5678,0.668598
# Adaptation terminated
# Step size = 0.794535
# Diagonal elements of inverse mass matrix:
# 0.0491144
-28.2734,1,0.794535,1,1,0,28.3628,0.637972
-28.3219,0.992508,0.794535,1,1,0,28.3391,0.654201
-28.134,1,0.794535,3,7,0,28.298,0.419343
-28.0824,1,0.794535,3,7,0,28.1287,0.467859
-28.3178,0.976327,0.794535,2,3,0,28.3291,0.340692
-28.2281,0.92639,0.794535,3,7,0,29.1881,0.620901
-28.5298,0.856168,0.794535,1,3,0,29.7171,0.283351
-29.9413,0.855844,0.794535,2,3,0,30.4066,0.0647749
-31.6243,0.770255,0.794535,1,1,0,31.6315,-0.0989026
-28.0903,1,0.794535,2,3,0,31.1167,0.456403
-28.0882,0.999688,0.794535,3,7,0,28.0961,0.534384
-28.0993,0.998277,0.794535,1,1,0,28.0994,0.547037
-29.0378,0.792014,0.794535,1,3,0,30.1647,0.186411
-28.2241,0.858079,0.794535,1,3,0,30.7386,0.619281
-28.2717,0.992655,0.794535,1,1,0,28.2822,0.637341
-28.1476,0.932132,0.794535,2,3,0,28.9816,0.582522
-28.2243,0.98816,0.794535,1,1,0,28.2244,0.619366
-28.0742,0.993722,0.794535,1,3,0,28.3047,0.501154
-28.3762,0.939114,0.794535,1,3,0,28.6251,0.323011
-28.0745,0.982965,0.794535,1,3,0,28.5883,0.503623
-28.97,0.913963,0.794535,2,3,0,28.9738,0.796038
-28.631,1,0.794535,1,1,0,28.9315,0.732744
-29.076,0.933318,0.794535,1,1,0,29.081,0.813245
-28.1811,1,0.794535,2,3,0,29.0566,0.60022
-28.2666,0.995606,0.794535,2,3,0,28.2676,0.635531
-28.0794,0.981814,0.794535,1,3,0,28.4655,0.473599
-28.077,0.998252,0.794535,1,3,0,28.097,0.514187
-28.0754,0.999122,0.794535,1,3,0,28.0858,0.48519
-28.5164,0.909284,0.794535,2,3,0,28.9462,0.707055
-29.0784,0.923478,0.794535,2,3,0,29.5096,0.813626
-28.6011,1,0.794535,1,1,0,29.0063,0.726305
-28.7502,0.99238,0.794535,2,3,0,28.7908,0.756751
-28.832,0.987382,0.794535,1,1,0,28.9113,0.77204
-29.3553,0.911079,0.794535,2,3,0,30.0805,0.854651
-29.2262,1,0.794535,2,3,0,29.4733,0.836144
-28.5273,0.977493,0.794535,2,3,0,29.5631,0.709631
-28.084,1,0.794535,2,3,0,28.4734,0.528402
-28.2333,0.949769,0.794535,2,3,0,28.5526,0.622981
-29.212,0.91217,0.794535,3,7,0,29.3841,0.834045
-28.6585,1,0.794535,1,1,0,29.1275,0.738488
-28.6392,1,0.794535,1,1,0,28.7367,0.734473
-28.6668,0.995736,0.794535,1,1,0,28.7453,0.740197
-28.0752,0.945789,0.794535,2,3,0,29.3282,0.507843
-28.4564,0.921186,0.794535,2,3,0,28.8265,0.301301
-28.3076,0.999871,0.794535,3,7,0,28.4385,0.343987
-28.134,1,0.794535,3,7,0,28.2845,0.574233
-31.0348,0.750709,0.794535,2,3,0,31.1261,1.04079
-32.8719,0.917354,0.794535,2,3,0,32.9428,1.18928
-28.3466,1,0.794535,3,7,0,32.2064,0.661852
-28.1116,0.958266,0.794535,1,3,0,28.805,0.435485
-28.0975,0.998672,0.794535,2,3,0,28.1318,0.448328
-28.1346,0.978183,0.794535,1,3,0,28.3028,0.574601
-29.2434,0.908587,0.794535,3,7,0,29.2503,0.838667
-29.315,0.996321,0.794535,2,3,0,29.4728,0.84897
-29.8377,0.922119,0.794535,1,1,0,29.9008,0.916647
-29.4414,0.930264,0.794535,2,3,0,31.065,0.866478
-28.1278,1,0.794535,3,7,0,29.2411,0.570137
-28.1006,0.983949,0.794535,1,3,0,28.2918,0.445271
-28.2055,0.958864,0.794535,1,3,0,28.4805,0.611417
-28.3273,0.99376,0.794535,2,3,0,28.3277,0.6559
-28.1514,0.941999,0.794535,1,3,0,28.9302,0.408865
-28.0823,0.983578,0.794535,2,3,0,28.3204,0.467938
-28.079,1,0.794535,2,7,0,28.0818,0.519145
-28.2112,0.984849,0.794535,3,7,0,28.245,0.379706
-28.1021,0.974359,0.794535,1,3,0,28.4829,0.549814
-28.0903,1,0.794535,1,1,0,28.1005,0.537168
-28.2594,0.94943,0.794535,1,3,0,28.5501,0.360677
-28.1898,1,0.794535,2,3,0,28.2516,0.389232
-28.074,0.994867,0.794535,1,3,0,28.2566,0.495106
-28.086,0.99739,0.794535,2,3,0,28.0978,0.531347
-28.5214,0.878214,0.794535,2,3,0,29.2693,0.708243
-28.5457,0.996227,0.794535,1,1,0,28.6071,0.713926
-28.2002,0.868663,0.794535,2,3,0,30.0043,0.609112
-28.0745,1,0.794535,2,3,0,28.182,0.503673
-28.8758,0.835455,0.794535,2,3,0,29.725,0.213704
-28.6262,1,0.794535,1,1,0,28.8624,0.261867
-28.8055,0.990857,0.794535,2,3,0,28.8433,0.226399
-28.4229,1,0.794535,1,1,0,28.7461,0.310062
-28.0892,0.963038,0.794535,1,3,0,28.8249,0.535741
-28.1306,0.981068,0.794535,1,3,0,28.2636,0.421585
-28.7146,0.842093,0.794535,1,3,0,29.7204,0.749824
-28.8797,0.991573,0.794535,2,3,0,28.9326,0.780564
-29.0144,0.979324,0.794535,1,1,0,29.0987,0.803369
-29.115,0.986645,0.794535,3,7,0,29.3045,0.17423
-28.7209,1,0.794535,1,1,0,29.0702,0.242506
-28.0899,0.9201,0.794535,3,7,0,29.6894,0.456887
-28.0899,0.89565,0.794535,1,3,0,28.995,0.456887
-28.7284,0.85925,0.794535,1,3,0,29.483,0.752532
-28.7908,0.958548,0.794535,2,3,0,29.4025,0.764441
-28.6774,1,0.794535,1,1,0,28.8331,0.742367
-28.4116,1,0.794535,1,1,0,28.6395,0.680477
-28.4881,0.995415,0.794535,3,7,0,28.5184,0.700218
-28.0757,0.984357,0.794535,1,3,0,28.6859,0.50969
-28.2853,0.955473,0.794535,1,3,0,28.4916,0.351485
-28.1251,0.957777,0.794535,1,3,0,28.7356,0.568217
-28.0965,0.985675,0.794535,1,3,0,28.2715,0.44934
-28.0984,0.999716,0.794535,1,1,0,28.1013,0.447449
-28.0963,1,0.794535,3,7,0,28.0993,0.449589
-28.1056,0.993079,0.794535,3,7,0,28.1747,0.552989
-28.1071,0.985188,0.794535,1,3,0,28.2553,0.439296
-28.2306,0.950858,0.794535,1,3,0,28.564,0.621887
-28.1149,0.953586,0.794535,2,3,0,28.7099,0.560751
-28.1897,0.960311,0.794535,1,3,0,28.4975,0.389238
-28.1997,0.99918,0.794535,3,7,0,28.2142,0.608867
-28.2692,0.989058,0.794535,2,7,0,28.3632,0.357104
-28.2127,1,0.794535,1,1,0,28.2678,0.379057
-28.1009,0.974749,0.794535,1,3,0,28.4809,0.548654
-28.2644,0.981428,0.794535,3,7,0,28.3189,0.358845
-28.3156,0.997364,0.794535,2,3,0,28.3308,0.341405
-28.3836,0.879226,0.794535,1,3,0,29.6186,0.672703
-28.14,0.940336,0.794535,1,3,0,29.0077,0.415549
-28.14,0.741902,0.794535,1,3,0,30.745,0.415549
-28.2926,0.910224,0.794535,2,3,0,29.0292,0.348991
-30.3036,0.546308,0.794535,1,3,0,33.918,0.968855
-28.0757,1,0.794535,2,3,0,29.969,0.509911
-29.7507,0.845912,0.794535,2,3,0,29.7598,0.906155
-29.2056,1,0.794535,1,1,0,29.713,0.833094
-29.3595,0.976406,0.794535,1,1,0,29.4874,0.85524
-29.437,0.992261,0.794535,3,7,0,29.6109,0.865884
-28.8993,1,0.794535,1,1,0,29.3707,0.78399
-29.3154,0.93749,0.794535,1,1,0,29.347,0.84904
-28.0791,0.934146,0.794535,2,3,0,30.2991,0.474163
-28.5199,0.956378,0.794535,2,3,0,28.529,0.285688
-28.0945,0.972857,0.794535,3,7,0,28.8736,0.451533
-28.0805,0.995033,0.794535,1,3,0,28.144,0.522183
-28.9349,0.866261,0.794535,2,3,0,29.4397,0.790116
-29.455,0.922498,0.794535,1,1,0,29.4771,0.868307
-29.6738,0.99207,0.794535,3,7,0,29.7254,0.896662
-30.8775,0.829697,0.794535,1,1,0,30.8969,1.02613
-31.0026,0.980773,0.794535,1,1,0,31.3958,1.03782
-29.8881,1,0.794535,2,3,0,30.8744,0.922602
-30.6986,0.881872,0.794535,1,1,0,30.7834,1.00897
-30.0235,1,0.794535,1,1,0,30.7191,0.938203
-28.7695,1,0.794535,3,7,0,29.83,0.233137
-28.3117,0.988717,0.794535,2,3,0,28.9344,0.342668
-28.0789,0.999853,0.794535,3,7,0,28.283,0.474631
-28.1938,0.970907,0.794535,1,3,0,28.3475,0.606208
-28.1029,1,0.794535,3,7,0,28.1823,0.443071
-28.2265,0.953001,0.794535,1,3,0,28.5375,0.620246
-28.2819,0.997658,0.794535,3,7,0,28.2828,0.640944
-28.1216,0.959478,0.794535,1,3,0,28.7145,0.427797
-28.0753,0.995888,0.794535,1,3,0,28.1708,0.508316
-28.0748,0.99951,0.794535,3,7,0,28.0807,0.487762
-29.7809,0.843367,0.794535,2,3,0,29.788,0.0837462
-29.1681,1,0.794535,1,1,0,29.7196,0.166105
-28.8506,0.833493,0.794535,3,7,0,31.4304,0.775393
-28.6823,1,0.794535,1,1,0,28.8722,0.743357
-29.0793,0.940272,0.794535,1,1,0,29.0919,0.813779
-28.0749,0.959897,0.794535,2,3,0,29.6295,0.506218
-28.0756,0.999876,0.794535,2,3,0,28.0765,0.509478
-28.1376,0.986637,0.794535,2,7,0,28.2115,0.417049
-28.325,0.978549,0.794535,2,3,0,28.3897,0.338407
-28.4886,0.974945,0.794535,1,1,0,28.4938,0.29323
-28.317,1,0.794535,2,3,0,28.4658,0.340939
-28.2072,0.949333,0.794535,3,7,0,28.9099,0.381423
-28.1316,0.873938,0.794535,3,7,0,29.5693,0.572659
-29.2713,0.7366,0.794535,1,3,0,30.8662,0.150864
-29.4967,0.988547,0.794535,2,3,0,29.6154,0.119701
-29.7302,0.964434,0.794535,1,1,0,29.8801,0.089933
-28.0744,0.933696,0.794535,1,3,0,30.685,0.490246
-28.0754,0.999398,0.794535,2,3,0,28.0801,0.485092
-28.1769,0.987166,0.794535,3,7,0,28.2121,0.598197
-28.0743,0.995893,0.794535,1,3,0,28.2285,0.50202
-28.0792,0.998641,0.794535,1,3,0,28.0862,0.474076
-28.074,1,0.794535,2,3,0,28.0784,0.496787
-28.2264,0.98474,0.794535,2,3,0,28.2267,0.373376
-28.1507,1,0.794535,1,1,0,28.2148,0.409235
-28.0833,0.982996,0.794535,2,3,0,28.3252,0.466286
-28.0857,0.999637,0.794535,1,1,0,28.0864,0.462669
-29.1264,0.900553,0.794535,2,3,0,29.1474,0.172464
-28.9885,0.981353,0.794535,3,7,0,29.4849,0.799111
-28.4697,0.783661,0.794535,1,3,0,31.5847,0.297915
-29.2169,0.933844,0.794535,3,7,0,29.4111,0.158808
-29.8248,0.974087,0.794535,2,7,0,29.8339,0.915103
-28.1119,1,0.794535,2,3,0,29.6157,0.558326
-28.0957,0.983143,0.794535,2,3,0,28.2808,0.543365
-28.7357,0.839145,0.794535,3,7,0,29.8849,0.753952
-28.5844,1,0.794535,1,1,0,28.7501,0.72265
-28.7245,0.992834,0.794535,2,3,0,28.7648,0.751773
-28.3974,1,0.794535,1,1,0,28.674,0.676569
-28.568,0.992472,0.794535,2,7,0,28.5707,0.274586
-28.1817,1,0.794535,3,7,0,28.5232,0.600531
-28.3354,0.93626,0.794535,3,7,0,28.8996,0.658411
-28.1092,1,0.794535,2,3,0,28.3384,0.556071
-28.1387,0.995013,0.794535,2,3,0,28.1725,0.577175
-28.0871,0.987364,0.794535,1,3,0,28.2661,0.460611
-28.1605,0.981597,0.794535,3,7,0,28.2797,0.403837
-28.1162,1,0.794535,1,1,0,28.1536,0.431842
-28.1462,0.971893,0.794535,1,3,0,28.3924,0.581742
-28.1635,0.962378,0.794535,1,3,0,28.5273,0.402199
-28.5034,0.875259,0.794535,1,3,0,29.4128,0.703943
-28.5616,0.991014,0.794535,1,1,0,28.6101,0.717536
-28.0961,0.999552,0.794535,3,7,0,28.5175,0.54372
-29.177,0.896868,0.794535,2,3,0,29.2106,0.828815
-28.11,0.899465,0.794535,1,3,0,30.358,0.436857
-28.2179,0.987604,0.794535,2,3,0,28.2545,0.376871
-28.2876,0.943421,0.794535,3,7,0,28.8772,0.64291
-29.82,0.858566,0.794535,2,3,0,30.0544,0.914533
-29.1618,1,0.794535,1,1,0,29.7458,0.826529
-29.3486,0.971449,0.794535,1,1,0,29.4611,0.853713
-29.0509,1,0.794535,1,1,0,29.3733,0.809268
-28.9396,1,0.794535,1,1,0,29.1332,0.790917
-28.8245,1,0.794535,1,1,0,29.003,0.770668
-28.9229,0.95024,0.794535,2,3,0,29.6255,0.78807
-29.6534,0.892877,0.794535,1,1,0,29.6582,0.894106
-30.1217,0.929944,0.794535,1,1,0,30.2389,0.949187
-28.1436,1,0.794535,2,3,0,29.9088,0.580202
-28.2789,0.931681,0.794535,1,3,0,28.8139,0.353677
-28.0751,0.988321,0.794535,1,3,0,28.4398,0.507333
-28.1747,0.972975,0.794535,2,3,0,28.3223,0.597096
-28.4131,0.922891,0.794535,3,7,0,29.0366,0.68088
-28.4516,0.99405,0.794535,1,1,0,28.492,0.691043
-28.4559,0.999903,0.794535,3,7,0,28.456,0.301407
-28.1562,0.952737,0.794535,3,7,0,29.0173,0.406142
-28.1065,0.970009,0.794535,2,3,0,28.4603,0.439766
-28.0825,0.999664,0.794535,2,3,0,28.1115,0.46763
-28.1481,0.984827,0.794535,3,7,0,28.2402,0.410762
-28.0751,0.99404,0.794535,1,3,0,28.2148,0.507015
-28.1328,0.986673,0.794535,1,3,0,28.197,0.420129
-28.1843,0.991895,0.794535,3,7,0,28.2409,0.391792
-28.1639,1,0.794535,1,1,0,28.1892,0.401999
-28.0762,1,0.794535,2,3,0,28.1535,0.481948
-28.1484,0.982408,0.794535,1,3,0,28.2375,0.583026
-28.1071,0.978735,0.794535,1,3,0,28.3629,0.439243
-28.0974,1,0.794535,1,1,0,28.1068,0.448458
-29.4354,0.888036,0.794535,2,7,0,29.4433,0.865669
-30.4377,0.856024,0.794535,1,1,0,30.4559,0.982844
-28.3686,1,0.794535,2,3,0,30.4393,0.668391
-28.1005,0.962388,0.794535,1,3,0,28.7922,0.445326
-29.7258,0.67508,0.794535,3,7,0,32.2712,0.0904643
-30.1204,0.94063,0.794535,1,1,0,30.264,0.0445271
-29.078,1,0.794535,1,1,0,29.9591,0.180014
-28.2412,0.997845,0.794535,2,3,0,29.1253,0.367538
-28.1032,0.971144,0.794535,1,3,0,28.5503,0.550802
-28.1074,0.980669,0.794535,2,3,0,28.296,0.554517
-29.5347,0.882409,0.794535,3,7,0,29.5348,0.878888
-29.1466,1,0.794535,1,1,0,29.5403,0.82421
-28.0747,0.956485,0.794535,1,3,0,29.7438,0.505053
-28.0883,0.998612,0.794535,2,3,0,28.0891,0.53455
-28.2365,0.95551,0.794535,1,3,0,28.4913,0.369332
-28.3056,0.949824,0.794535,3,7,0,28.8257,0.648926
-28.2093,0.926479,0.794535,1,3,0,29.08,0.38049
-28.3066,0.985026,0.794535,1,1,0,28.3086,0.344317
-28.519,0.967587,0.794535,1,1,0,28.5198,0.285883
-28.6293,0.994349,0.794535,2,3,0,28.6671,0.261207
-29.0889,0.931188,0.794535,1,1,0,29.093,0.17829
-28.1485,0.998811,0.794535,3,7,0,29.0307,0.410492
-28.0827,0.983696,0.794535,2,3,0,28.316,0.467275
-28.081,0.999601,0.794535,2,3,0,28.089,0.470389
-28.1252,0.981346,0.794535,2,3,0,28.2533,0.425262
-28.0772,0.994205,0.794535,1,3,0,28.1904,0.514547
-28.3605,0.936426,0.794535,1,3,0,28.6521,0.327577
-28.4446,0.987038,0.794535,1,1,0,28.466,0.304331
-30.0595,0.878443,0.794535,3,7,0,30.201,0.051309
-28.0791,1,0.794535,2,7,0,29.7524,0.519416
-28.3812,0.930179,0.794535,1,3,0,28.7132,0.321572
-28.1687,0.905673,0.794535,2,3,0,29.3925,0.399495
-28.0741,1,0.794535,2,3,0,28.1541,0.499958
-28.2746,0.961585,0.794535,1,3,0,28.4186,0.638376
-28.4706,0.969503,0.794535,2,3,0,28.6643,0.69588
-28.2149,0.87344,0.794535,2,3,0,29.864,0.615435
-28.921,0.774033,0.794535,1,3,0,30.5655,0.205838
-28.1648,0.884439,0.794535,1,3,0,30.2163,0.592057
-28.1993,0.976971,0.794535,3,7,0,28.4337,0.384904
-28.1328,0.963612,0.794535,1,3,0,28.5707,0.573462
-28.9557,0.790654,0.794535,1,3,0,30.233,0.199933
-28.9637,0.998765,0.794535,1,1,0,29.0977,0.198594
-28.0779,0.945547,0.794535,1,3,0,29.6454,0.516474
-28.087,0.994353,0.794535,2,3,0,28.1307,0.532874
-28.1176,0.917621,0.794535,3,7,0,28.9096,0.430815
-29.1673,0.899566,0.794535,2,3,0,29.2242,0.166219
-29.0362,0.984684,0.794535,3,7,0,29.4709,0.806897
-28.8595,1,0.794535,1,1,0,29.0796,0.776984
-29.7877,0.946918,0.794535,3,7,0,29.8091,0.0829295
