# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1602665352
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=norm.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-28.273,0.980273,0.794535,2,3,0,28.2775,0.63782
-28.5757,0.95978,0.794535,2,3,0,28.7711,0.720721
-28.1309,0.92722,0.794535,1,3,0,29.359,0.421367
-28.4408,0.897425,0.794535,1,3,0,29.1351,0.688255
-28.3253,0.878886,0.794535,1,3,0,29.7844,0.338301
-28.2161,0.921954,0.794535,1,3,0,29.1502,0.615947
-28.3082,0.886888,0.794535,2,3,0,29.3988,0.649772
-28.5507,0.836896,0.794535,1,3,0,30.0367,0.278505
-28.1658,0.91772,0.794535,1,3,0,29.4698,0.592579
-28.2336,0.921961,0.794535,2,3,0,28.9571,0.623072
-28.1117,0.968205,0.794535,1,3,0,28.5701,0.435438
-28.1513,0.993868,0.794535,1,1,0,28.1513,0.408881
-28.5501,0.959226,0.794535,2,3,0,28.6322,0.278651
-28.6895,0.978614,0.794535,1,1,0,28.7252,0.248767
-28.3672,1,0.794535,2,3,0,28.6395,0.325612
-28.0893,0.95217,0.794535,2,3,0,28.8857,0.457729
-28.0751,0.997143,0.794535,2,3,0,28.1188,0.486311
-28.1619,0.991227,0.794535,2,3,0,28.1638,0.403074
-28.217,0.944715,0.794535,1,3,0,28.7176,0.61635
-28.1473,1,0.794535,1,1,0,28.2064,0.582345
-28.1407,0.999674,0.794535,3,7,0,28.1575,0.415159
-28.5717,0.866978,0.794535,1,3,0,29.4659,0.719823
-28.5179,1,0.794535,1,1,0,28.6154,0.707418
-28.9803,0.930786,0.794535,1,1,0,28.9805,0.797762
-28.0741,0.957724,0.794535,1,3,0,29.5569,0.493521
-28.9674,0.914294,0.794535,2,3,0,28.9684,0.795604
-28.5713,1,0.794535,1,1,0,28.9105,0.719729
-28.6391,0.995277,0.794535,3,7,0,28.6952,0.734436
-28.8348,0.970102,0.794535,1,1,0,28.8711,0.772535
-28.5553,1,0.794535,1,1,0,28.8051,0.716124
-28.5446,1,0.794535,3,7,0,28.5555,0.279914
-28.3371,1,0.794535,2,3,0,28.515,0.334632
-28.2586,1,0.794535,1,1,0,28.3342,0.360978
-29.899,0.849346,0.794535,2,3,0,30.1064,0.0697013
-28.3679,0.997022,0.794535,2,3,0,29.974,0.325406
-28.6848,0.952033,0.794535,1,1,0,28.6848,0.249709
-28.4786,1,0.794535,1,1,0,28.668,0.295696
-28.6047,0.980638,0.794535,1,1,0,28.6334,0.266489
-28.3724,0.893713,0.794535,3,7,0,29.9193,0.324096
-28.2059,0.892171,0.794535,2,3,0,29.5376,0.381962
-28.1469,0.931703,0.794535,3,7,0,28.9559,0.58212
-28.0857,0.987172,0.794535,1,3,0,28.2769,0.46264
-28.2178,0.96215,0.794535,1,3,0,28.438,0.616684
-28.3499,0.979727,0.794535,1,1,0,28.3503,0.66284
-28.0942,0.967428,0.794535,1,3,0,28.7205,0.451821
-28.3074,0.936931,0.794535,1,3,0,28.6718,0.649528
-28.2068,0.903051,0.794535,2,3,0,29.3442,0.611983
-28.0906,0.970555,0.794535,2,3,0,28.5118,0.537486
-28.0821,0.993698,0.794535,3,7,0,28.1586,0.525223
-28.4196,0.969241,0.794535,3,7,0,28.4315,0.682638
-28.7841,0.945035,0.794535,1,1,0,28.7841,0.763191
-28.6604,0.765318,0.794535,1,3,0,31.6895,0.254694
-28.0974,0.914328,0.794535,2,3,0,29.6321,0.448465
-28.1776,0.967499,0.794535,1,3,0,28.4042,0.598564
-28.1136,0.973396,0.794535,1,3,0,28.4533,0.433925
-28.1098,1,0.794535,1,1,0,28.1173,0.436979
-28.8807,0.931108,0.794535,3,7,0,28.9265,0.212844
-28.4816,1,0.794535,2,3,0,28.8193,0.294959
-28.3151,0.990853,0.794535,2,7,0,28.635,0.652011
-28.4465,0.973407,0.794535,2,3,0,28.6759,0.689739
-28.0741,1,0.794535,2,3,0,28.3899,0.499047
-28.1376,0.993591,0.794535,2,3,0,28.138,0.57654
-28.1267,0.982399,0.794535,3,7,0,28.3381,0.569357
-28.3166,0.907613,0.794535,2,3,0,29.0328,0.652491
-28.0991,1,0.794535,3,7,0,28.2894,0.5469
-28.0981,1,0.794535,1,1,0,28.1024,0.545835
-28.0741,0.999995,0.794535,3,7,0,28.0946,0.49928
-29.1794,0.800401,0.794535,1,3,0,30.0456,0.164406
-28.9291,0.908617,0.794535,3,7,0,30.4808,0.78914
-29.0083,0.946967,0.794535,2,3,0,29.8076,0.802372
-29.4267,0.937165,0.794535,1,1,0,29.4702,0.864485
-28.0756,0.916929,0.794535,2,3,0,30.6122,0.484286
-28.1068,0.991505,0.794535,1,3,0,28.1504,0.554026
-28.1066,0.985189,0.794535,1,3,0,28.2571,0.439732
-28.1867,0.962192,0.794535,1,3,0,28.4604,0.602922
-29.2583,0.720513,0.794535,1,3,0,31.1607,0.152733
-28.8962,1,0.794535,1,1,0,29.2414,0.210128
-29.5239,0.90723,0.794535,1,1,0,29.5332,0.116114
-28.9383,1,0.794535,2,7,0,29.4337,0.790706
-28.9349,1,0.794535,1,1,0,29.0701,0.790115
-28.1161,1,0.794535,2,3,0,28.8608,0.561656
-28.1347,0.995699,0.794535,2,3,0,28.1746,0.57465
-28.1428,0.998512,0.794535,3,7,0,28.1626,0.413868
-28.1428,0.9407,0.794535,1,3,0,28.7021,0.413868
-28.1074,0.979408,0.794535,1,3,0,28.3504,0.554553
-28.1959,0.960427,0.794535,1,3,0,28.485,0.386417
-28.1942,0.93427,0.794535,3,7,0,28.9326,0.387197
-28.2191,0.996135,0.794535,1,1,0,28.2305,0.376349
-28.0899,0.97835,0.794535,1,3,0,28.4426,0.536595
-28.2802,0.946659,0.794535,1,3,0,28.5909,0.353246
-28.2685,1,0.794535,1,1,0,28.3047,0.357378
-28.1714,1,0.794535,1,1,0,28.2535,0.398137
-28.1395,1,0.794535,1,1,0,28.1691,0.415888
-28.0906,0.999365,0.794535,2,3,0,28.1488,0.456051
-28.095,0.990987,0.794535,1,3,0,28.1794,0.54262
-28.1204,0.982667,0.794535,1,3,0,28.2593,0.428702
-28.2118,0.796824,0.794535,3,7,0,30.3594,0.614131
-28.0829,0.984307,0.794535,1,3,0,28.3893,0.467056
-28.0816,0.996295,0.794535,1,3,0,28.12,0.5244
-28.4161,0.931579,0.794535,2,7,0,28.8044,0.311871
-28.1009,1,0.794535,2,3,0,28.3985,0.444947
-28.5794,0.853656,0.794535,2,3,0,29.5525,0.272029
-29.1282,0.918412,0.794535,1,1,0,29.1282,0.172193
-29.322,0.990127,0.794535,2,3,0,29.4277,0.143606
-30.6839,0.809589,0.794535,1,1,0,30.6839,-0.0139509
-29.7166,1,0.794535,1,1,0,30.5789,0.0915983
-29.5142,1,0.794535,1,1,0,29.8462,0.117381
-28.0747,0.931363,0.794535,1,3,0,30.4656,0.50496
-28.0745,0.999827,0.794535,3,7,0,28.0766,0.503764
-28.1442,0.981602,0.794535,2,3,0,28.242,0.580538
-28.2004,0.95159,0.794535,1,3,0,28.6198,0.384401
-28.1732,0.99031,0.794535,3,7,0,28.3327,0.596371
-28.1785,0.999182,0.794535,1,1,0,28.1922,0.598985
-28.5747,0.967412,0.794535,3,7,0,28.6168,0.720498
-28.5386,1,0.794535,1,1,0,28.6295,0.71228
-28.5657,0.995805,0.794535,1,1,0,28.6289,0.718477
-28.36,1,0.794535,2,3,0,28.538,0.665858
-28.1281,0.947501,0.794535,1,3,0,28.9072,0.423248
-28.1015,0.988803,0.794535,3,7,0,28.2544,0.444336
-28.0894,0.991017,0.794535,1,3,0,28.1914,0.536035
-28.0741,0.998998,0.794535,1,3,0,28.1012,0.494214
-28.1318,0.987888,0.794535,1,3,0,28.1806,0.572793
-28.1194,1,0.794535,1,1,0,28.1335,0.564121
-28.1312,0.998162,0.794535,1,1,0,28.1349,0.572414
-28.1422,0.998295,0.794535,1,1,0,28.1479,0.579364
-28.1119,0.997888,0.794535,2,3,0,28.1739,0.558343
-28.0976,0.987027,0.794535,3,7,0,28.2557,0.448222
-28.3875,0.920442,0.794535,1,3,0,28.8572,0.673791
-28.1172,0.930191,0.794535,2,3,0,29.1334,0.562525
-28.0774,0.994271,0.794535,1,3,0,28.1764,0.478496
-28.3797,0.932354,0.794535,1,3,0,28.6906,0.671574
-28.075,1,0.794535,2,7,0,28.3324,0.486856
-28.0872,0.996493,0.794535,1,3,0,28.107,0.533115
-28.0775,0.971318,0.794535,3,7,0,28.3652,0.478203
-28.2111,0.967103,0.794535,1,3,0,28.3701,0.613831
-28.5236,0.962627,0.794535,2,3,0,28.6609,0.70876
-28.0938,1,0.794535,2,3,0,28.4823,0.541275
-28.0998,0.989083,0.794535,1,3,0,28.2018,0.445994
-28.0767,0.994531,0.794535,2,3,0,28.1557,0.480373
-28.1872,0.972869,0.794535,1,3,0,28.3172,0.603162
-28.0867,0.982898,0.794535,1,3,0,28.363,0.461235
-28.0829,0.997625,0.794535,3,7,0,28.1138,0.52664
-28.5536,0.953438,0.794535,2,3,0,28.5675,0.715738
-28.518,1,0.794535,1,1,0,28.6055,0.707453
-28.518,0.972838,0.794535,1,1,0,28.6922,0.707453
-28.4447,0.839992,0.794535,1,3,0,30.3468,0.304308
-28.5122,0.989582,0.794535,1,1,0,28.5496,0.28751
-28.3704,1,0.794535,2,3,0,28.5026,0.324679
-28.0778,0.977018,0.794535,1,3,0,28.6333,0.516339
-28.1587,0.979105,0.794535,1,3,0,28.2698,0.404781
-28.1697,0.998294,0.794535,1,1,0,28.1794,0.398983
-28.2101,0.993756,0.794535,1,1,0,28.215,0.380158
-28.3589,0.992393,0.794535,2,3,0,28.3589,0.328034
-28.0793,0.963674,0.794535,2,3,0,28.7646,0.473737
-28.0994,0.997776,0.794535,2,3,0,28.1049,0.446417
-28.0936,1,0.794535,1,1,0,28.1,0.45252
-29.332,0.747303,0.794535,1,3,0,30.6777,0.851384
-28.7531,1,0.794535,1,1,0,29.2463,0.757321
-28.0752,0.957665,0.794535,2,3,0,29.3321,0.485734
-28.1666,0.990766,0.794535,2,3,0,28.1687,0.4006
-28.0873,0.978218,0.794535,2,3,0,28.39,0.460359
-28.5886,0.882377,0.794535,1,3,0,29.1884,0.723566
-28.4115,1,0.794535,2,3,0,28.573,0.680439
-28.4115,0.997256,0.794535,1,1,0,28.4729,0.680439
-28.079,0.976322,0.794535,1,3,0,28.7176,0.47454
-28.1025,0.991368,0.794535,1,3,0,28.1587,0.550148
-28.151,0.973093,0.794535,1,3,0,28.3602,0.40905
-28.1561,0.955473,0.794535,3,7,0,28.6388,0.406197
-28.3359,0.892837,0.794535,2,3,0,29.2325,0.335003
-28.5208,0.971733,0.794535,1,1,0,28.5249,0.285477
-28.0993,0.949034,0.794535,1,3,0,29.075,0.547043
-28.661,0.9446,0.794535,2,3,0,28.6936,0.739008
-28.0802,1,0.794535,2,3,0,28.5822,0.52159
-28.3329,0.941474,0.794535,1,3,0,28.6301,0.335928
-28.0763,1,0.794535,2,3,0,28.2976,0.481545
-28.0776,0.998845,0.794535,3,7,0,28.0889,0.515663
-28.5329,0.959888,0.794535,2,7,0,28.5336,0.282615
-28.5293,1,0.794535,2,3,0,28.6018,0.283464
-28.0793,0.999979,0.794535,2,7,0,28.4609,0.519699
-28.0875,0.995094,0.794535,1,3,0,28.1249,0.460116
-28.4477,0.964046,0.794535,2,3,0,28.4657,0.303523
-28.1449,0.932192,0.794535,1,3,0,29.1635,0.580958
-28.166,0.973563,0.794535,3,7,0,28.446,0.592668
-28.1519,1,0.794535,2,3,0,28.1717,0.585016
-28.8626,0.807223,0.794535,1,3,0,30.1439,0.216049
-29.3367,0.929094,0.794535,1,1,0,29.3573,0.141531
-28.8215,1,0.794535,1,1,0,29.2697,0.223447
-28.5392,1,0.794535,1,1,0,28.7896,0.281153
-28.3376,0.905266,0.794535,3,7,0,29.697,0.334477
-28.1619,1,0.794535,3,7,0,28.3109,0.590492
-28.1116,0.975464,0.794535,1,3,0,28.4099,0.435467
-28.1655,0.966886,0.794535,1,3,0,28.4267,0.592403
-28.1462,1,0.794535,1,1,0,28.1683,0.581724
-29.0359,0.778405,0.794535,1,3,0,30.4759,0.186715
-28.3139,0.99111,0.794535,2,3,0,29.1684,0.341949
-28.2688,1,0.794535,3,7,0,28.3113,0.357276
-28.3758,0.985853,0.794535,3,7,0,28.4888,0.323104
-28.3013,0.987254,0.794535,2,3,0,28.5788,0.346079
-28.2316,0.920946,0.794535,1,3,0,29.1396,0.622296
-28.3638,0.835616,0.794535,3,7,0,30.1065,0.326609
-28.3043,1,0.794535,3,7,0,28.3587,0.345067
-28.0891,0.971769,0.794535,1,3,0,28.6032,0.535675
-28.0743,0.998658,0.794535,1,3,0,28.1038,0.491177
-28.0794,0.998566,0.794535,1,3,0,28.0869,0.519984
-28.3992,0.926298,0.794535,1,3,0,28.7502,0.316513
-28.4475,0.992527,0.794535,1,1,0,28.4831,0.30357
-28.0746,0.979081,0.794535,1,3,0,28.7094,0.504321
-28.5215,0.910141,0.794535,1,3,0,28.9011,0.285292
-28.5335,0.999735,0.794535,3,7,0,28.5364,0.71109
-28.4564,1,0.794535,1,1,0,28.5582,0.692289
-28.5891,0.993207,0.794535,2,3,0,28.6137,0.723697
-28.639,0.996028,0.794535,3,7,0,28.703,0.734419
-28.4888,0.924574,0.794535,3,7,0,29.5955,0.293168
-28.4664,1,0.794535,1,1,0,28.5388,0.298757
-28.4642,1,0.794535,1,1,0,28.5258,0.299307
-28.4842,0.9969,0.794535,1,1,0,28.5381,0.294305
-28.9014,0.937837,0.794535,2,3,0,29.2982,0.209211
-28.0807,0.951255,0.794535,2,7,0,29.5843,0.522566
-28.328,0.93981,0.794535,1,3,0,28.6248,0.337466
-28.2608,1,0.794535,3,7,0,28.3187,0.360157
-28.1008,0.970577,0.794535,1,3,0,28.5797,0.548535
-28.1603,0.970491,0.794535,1,3,0,28.3765,0.403947
-28.5039,0.875937,0.794535,1,3,0,29.4007,0.704073
-28.5239,0.996897,0.794535,1,1,0,28.584,0.708849
-28.8227,0.954722,0.794535,1,1,0,28.8315,0.770336
-28.5558,1,0.794535,1,1,0,28.7965,0.716224
-28.4511,0.985535,0.794535,2,7,0,28.8249,0.302657
-28.1001,0.937774,0.794535,3,7,0,29.1712,0.445696
-28.0773,0.996029,0.794535,1,3,0,28.1426,0.514937
-28.2537,0.98224,0.794535,2,3,0,28.2589,0.630806
-28.2871,0.998278,0.794535,2,3,0,28.305,0.64273
-28.1375,0.952805,0.794535,1,3,0,28.7883,0.417127
-28.9401,0.921445,0.794535,3,7,0,29.0813,0.791008
-28.6654,1,0.794535,2,3,0,28.9235,0.739911
-28.7304,0.990924,0.794535,3,7,0,28.8568,0.240652
-28.8603,0.980056,0.794535,1,1,0,28.9238,0.216453
-28.0767,1,0.794535,2,3,0,28.7463,0.480552
-28.0827,0.997006,0.794535,1,3,0,28.1041,0.526167
-28.116,0.986589,0.794535,1,3,0,28.2045,0.431998
-28.0953,1,0.794535,1,1,0,28.1128,0.450629
-28.0774,0.999974,0.794535,2,3,0,28.0961,0.478526
-28.5155,0.918968,0.794535,2,7,0,28.9449,0.706858
-28.3581,1,0.794535,1,1,0,28.5001,0.665294
-28.235,0.912367,0.794535,1,3,0,29.2918,0.369948
-28.1793,1,0.794535,1,1,0,28.23,0.394191
-28.2483,0.989353,0.794535,1,1,0,28.2505,0.364789
-28.0993,1,0.794535,3,7,0,28.2385,0.547019
-28.1106,0.984906,0.794535,1,3,0,28.2468,0.436352
-28.2645,0.941567,0.794535,1,3,0,28.6551,0.634784
-28.7248,0.9464,0.794535,2,3,0,28.9163,0.751829
-28.1852,0.896072,0.794535,1,3,0,29.9175,0.391381
-28.6863,0.827654,0.794535,1,3,0,29.9152,0.74417
-28.1526,0.908133,0.794535,1,3,0,29.6874,0.408179
-29.2791,0.907875,0.794535,3,7,0,29.2919,0.149729
-28.4817,0.993653,0.794535,3,7,0,29.354,0.294924
-28.2126,0.993394,0.794535,2,3,0,28.5776,0.379109
-28.1215,0.966615,0.794535,1,3,0,28.5614,0.565646
-28.1968,0.992702,0.794535,3,7,0,28.2209,0.60755
-28.0803,0.987104,0.794535,1,3,0,28.3448,0.471696
-28.0776,1,0.794535,1,1,0,28.0799,0.477927
-28.2379,0.961282,0.794535,1,3,0,28.423,0.624776
-28.1258,0.962277,0.794535,1,3,0,28.6346,0.42484
-28.2556,0.941277,0.794535,1,3,0,28.6941,0.631525
-28.0804,0.972936,0.794535,2,3,0,28.5481,0.522025
-28.6251,0.933005,0.794535,3,7,0,28.8197,0.262106
-28.9934,0.981488,0.794535,2,3,0,29.004,0.193646
-28.873,1,0.794535,1,1,0,29.0618,0.214199
-28.5116,1,0.794535,1,1,0,28.8202,0.287666
-28.0756,0.983623,0.794535,2,3,0,28.724,0.484325
-29.0059,0.816014,0.794535,2,3,0,29.9488,0.801975
-28.0986,0.926999,0.794535,1,3,0,29.9561,0.447202
-28.4508,0.964734,0.794535,2,3,0,28.4803,0.302724
-28.1889,0.999569,0.794535,3,7,0,28.4413,0.603957
-28.3985,0.980473,0.794535,3,7,0,28.4553,0.676873
-28.7523,0.9822,0.794535,2,3,0,28.7523,0.757163
-28.2628,0.865813,0.794535,1,3,0,30.2966,0.359425
-29.5021,0.671831,0.794535,1,3,0,32.0562,0.874593
-28.2011,1,0.794535,2,3,0,29.4456,0.609481
-28.2371,0.933561,0.794535,1,3,0,28.8871,0.36911
-28.2043,0.989999,0.794535,3,7,0,28.3843,0.610901
-28.1647,1,0.794535,1,1,0,28.2025,0.591972
-28.2546,0.995381,0.794535,2,3,0,28.2547,0.631148
-28.3146,0.990739,0.794535,1,1,0,28.3267,0.651864
-28.0931,0.968491,0.794535,1,3,0,28.6465,0.453068
-28.1278,0.919312,0.794535,3,7,0,28.9035,0.570124
-28.1387,0.972374,0.794535,1,3,0,28.4063,0.416367
-28.354,0.975985,0.794535,2,3,0,28.4204,0.329498
-28.3373,1,0.794535,1,1,0,28.3868,0.334557
-28.239,0.990787,0.794535,2,3,0,28.4794,0.368386
-28.3049,0.937088,0.794535,3,7,0,28.9774,0.344892
-28.4958,0.970822,0.794535,1,1,0,28.4975,0.291472
-28.0801,1,0.794535,2,3,0,28.4414,0.472222
# 
#  Elapsed Time: 0.01981 seconds (Warm-up)
#                0.020292 seconds (Sampling)
#                0.040102 seconds (Total)
# 
